,ID,loc,title,bedroom,bathroom,parking_space,price,region,log_price,sqrt_price,bath_to_bed_ratio
10879,10284,Niger,Detached duplex,9.0,6.0,3.0,3199730.397,North Central,14.978577113283146,1788.7790240831873,0.667
10880,1508,Niger,Semi-detached duplex,1.0,1.0,4.0,1025167.715,North Central,13.84036678155988,1012.5056617125654,1.0
10881,471,Abia,Bungalow,5.0,1.0,2.0,1367100.78,South East,14.128202836470722,1169.2308497469608,0.2
10882,1004,Kano,Detached duplex,1.0,1.0,4.0,1372813.944,North West,14.132373165006907,1171.671431758921,1.0
10885,2499,Yobe,Townhouse,3.0,1.0,2.0,1318877.253,North East,14.092291366717031,1148.4238124490453,0.333
10886,4350,Nasarawa,Semi-detached duplex,6.0,6.0,4.0,2377397.965,North Central,14.681517155551177,1541.8813070402014,1.0
10887,5779,Nasarawa,Apartment,4.0,2.0,5.0,2455972.573,North Central,14.714033400841538,1567.1542913829512,0.5
10889,352,Bayelsa,Semi-detached duplex,5.0,1.0,3.0,2518785.976,South South,14.739287587850558,1587.0683589562234,0.2
10890,1444,Jigawa,Townhouse,4.0,1.0,1.0,1355336.053,North West,14.119559991140738,1164.1890108569141,0.25
10891,5418,Kwara,Townhouse,7.0,1.0,1.0,2298487.876,North Central,14.64776201947011,1516.076474324432,0.143
10892,3656,Kebbi,Apartment,8.0,4.0,1.0,1909385.614,North West,14.462292080213716,1381.805201177069,0.5
10893,8990,Adamawa,Mansion,7.0,2.0,2.0,4052231.735,North East,15.214778332991816,2013.0155824036733,0.286
10894,9005,Niger,Flat,5.0,6.0,2.0,1758931.355,North Central,14.380216997943988,1326.2470942475236,1.2
10895,9047,Anambra,Penthouse,7.0,2.0,5.0,3623457.98,South East,15.102939370941534,1903.5382791002655,0.286
10896,3158,Ogun,Semi-detached duplex,4.0,2.0,2.0,1801137.898,South West,14.403929188689476,1342.0647890470862,0.5
10897,3776,Ekiti,Flat,1.0,3.0,3.0,1042567.616,South West,13.857197090024231,1021.0620039938809,3.0
10899,3731,Edo,Bungalow,3.0,2.0,3.0,1537272.048,South South,14.245520006207578,1239.86775423833,0.667
10900,7721,Katsina,Flat,5.0,2.0,1.0,1612811.326,North West,14.293489379403972,1269.9650884965301,0.4
10901,3790,Edo,Detached duplex,4.0,2.0,3.0,2368561.897,South South,14.677793534422246,1539.0132868172386,0.5
10902,5236,Nasarawa,Terrace duplex,7.0,3.0,4.0,2635985.171,North Central,14.784767549019667,1623.5717326314843,0.429
10903,335,Enugu,Cottage,3.0,1.0,4.0,1180938.429,South East,13.981819959188774,1086.7099102336372,0.333
10904,3918,Yobe,Detached duplex,9.0,3.0,3.0,2770598.452,North East,14.834573902482017,1664.5114754786161,0.333
10905,9061,Ogun,Terrace duplex,8.0,5.0,3.0,3161697.793,South West,14.966619717547701,1778.1163609280468,0.625
10906,4958,Abia,Semi-detached duplex,6.0,2.0,3.0,1950095.569,South East,14.48338893908258,1396.4582231488343,0.333
10908,1981,Niger,Penthouse,4.0,2.0,4.0,2225538.525,North Central,14.61550947800491,1491.8238920864621,0.5
10909,4146,Nasarawa,Apartment,2.0,3.0,6.0,1175653.731,North Central,13.977334917654277,1084.2756711279656,1.5
10910,109,Cross River,Semi-detached duplex,3.0,2.0,3.0,1854561.237,South South,14.433158696126922,1361.822762697114,0.667
10912,4746,Zamfara,Semi-detached duplex,8.0,6.0,2.0,2319613.617,North West,14.656911185375883,1523.0277794577485,0.75
10913,652,Borno,Flat,7.0,7.0,6.0,2060331.791,North East,14.538377591388649,1435.3855896587509,1.0
10914,12439,Ekiti,Apartment,3.0,1.0,4.0,1252618.779,South West,14.040746940977677,1119.2045295655303,0.333
10915,499,Kano,Terrace duplex,5.0,1.0,1.0,1750383.633,North West,14.375345540731898,1323.020647231176,0.2
10916,3197,Katsina,Terrace duplex,4.0,3.0,4.0,1477635.627,North West,14.205953818973352,1215.5803663271302,0.75
10917,637,Ogun,Mansion,4.0,1.0,2.0,5211577.613,South West,15.466393172691895,2282.887998347707,0.25
10920,7351,Rivers,Penthouse,3.0,3.0,3.0,2946140.438,South South,14.896006545608486,1716.4324740577474,1.0
10921,6616,Oyo,Apartment,7.0,2.0,5.0,2320915.245,South West,14.65747216800215,1523.4550354375413,0.286
10922,9768,Lagos,Terrace duplex,8.0,5.0,6.0,4670174.335,South West,15.35670695978342,2161.0586144295116,0.625
10923,2009,Lagos,Flat,4.0,2.0,1.0,1927748.485,South West,14.471863291804612,1388.4338244943474,0.5
10924,358,Ekiti,Semi-detached duplex,7.0,2.0,2.0,2385055.396,South West,14.684732908869222,1544.3624561611177,0.286
10927,10371,Edo,Penthouse,4.0,2.0,2.0,3722492.721,South South,15.129904088132076,1929.3762517974558,0.5
10928,7035,Ebonyi,Penthouse,5.0,6.0,6.0,2432361.076,South East,14.704372979797801,1559.6028584226178,1.2
10929,9686,Ogun,Townhouse,2.0,7.0,3.0,2045420.137,South West,14.531113772323677,1430.181854520606,3.5
10930,1076,Kano,Penthouse,4.0,2.0,1.0,2420914.723,North West,14.699656011425388,1555.9288939408511,0.5
10931,734,Katsina,Mansion,1.0,2.0,3.0,2321828.058,North West,14.657865389402597,1523.7545924459096,2.0
10932,7699,Imo,Mansion,4.0,2.0,1.0,3145641.798,South East,14.961528496613743,1773.5957256376098,0.5
10933,5971,Ogun,Townhouse,1.0,6.0,4.0,1789141.017,South West,14.39724618386732,1337.5877604852699,6.0
10934,12765,Ebonyi,Flat,7.0,2.0,3.0,1841222.189,South East,14.425940142232141,1356.9164266822036,0.286
10935,1534,Niger,Detached duplex,2.0,3.0,3.0,1523590.838,North Central,14.236580500179164,1234.3382186418762,1.5
10936,2523,Abia,Mansion,5.0,2.0,3.0,1808958.021,South East,14.408261558469702,1344.975100513017,0.4
10938,3592,Akwa Ibom,Penthouse,3.0,1.0,1.0,2796881.912,South South,14.844015751771913,1672.388086539724,0.333
10939,7014,Kogi,Bungalow,3.0,5.0,1.0,1331428.27,North Central,14.101762811211586,1153.8753268876148,1.667
10940,9055,Bauchi,Detached duplex,9.0,4.0,6.0,2908485.397,North East,14.883143021519249,1705.428215141288,0.444
10942,3155,Imo,Cottage,3.0,2.0,4.0,1249118.867,South East,14.037948954315151,1117.6398646254527,0.667
10944,1171,Kano,Bungalow,7.0,5.0,3.0,2391998.44,North West,14.687639741878534,1546.608690005329,0.714
10945,12941,Kebbi,Terrace duplex,3.0,3.0,3.0,1417135.891,North West,14.164148414568661,1190.435168751327,1.0
10946,3766,Plateau,Terrace duplex,7.0,4.0,3.0,2286488.39,North Central,14.64252774443779,1512.113881293337,0.571
10948,10937,Plateau,Detached duplex,9.0,6.0,6.0,3285615.453,North Central,15.005064544863973,1812.6266722632104,0.667
10949,5427,Delta,Penthouse,5.0,5.0,6.0,3776731.589,South South,15.14436953456785,1943.3814831370603,1.0
10950,11476,Anambra,Apartment,1.0,2.0,5.0,1049598.256,South East,13.863918035585215,1024.4990268418999,2.0
10951,9179,Imo,Bungalow,3.0,6.0,3.0,1502298.942,South East,14.22250712079679,1225.6830512004317,2.0
10952,8670,Kwara,Bungalow,7.0,6.0,3.0,2167618.863,North Central,14.58913982488757,1472.2835538713323,0.857
10953,1491,Ebonyi,Flat,1.0,5.0,3.0,917618.5076,South East,13.729537014166693,957.9240614996577,5.0
10954,1391,Adamawa,Apartment,5.0,2.0,4.0,1418699.911,North East,14.165251454566587,1191.0918986375484,0.4
10955,4766,Lagos,Penthouse,7.0,5.0,3.0,5847348.914,South West,15.58149893939825,2418.1292178045405,0.714
10956,6307,Katsina,Bungalow,3.0,7.0,2.0,1414898.594,North West,14.162568421473747,1189.4951004522886,2.333
10957,1155,Akwa Ibom,Terrace duplex,4.0,3.0,2.0,2153066.774,South South,14.582403790264078,1467.333218461301,0.75
10958,5081,Gombe,Townhouse,5.0,3.0,3.0,1996385.198,North East,14.506848702204282,1412.9349588710727,0.6
10960,8091,Borno,Detached duplex,6.0,2.0,2.0,2086145.919,North East,14.550828863678332,1444.3496526118597,0.333
10962,2579,Kebbi,Detached duplex,9.0,2.0,6.0,2870797.684,North West,14.870100487793964,1694.3428472419623,0.222
10963,7008,Rivers,Penthouse,3.0,6.0,3.0,3304250.902,South South,15.010720349601781,1817.7598581770915,2.0
10964,3751,Bauchi,Terrace duplex,7.0,3.0,5.0,2030763.644,North East,14.523922459590617,1425.0486461872101,0.429
10965,475,Sokoto,Mansion,2.0,2.0,2.0,2072028.042,North West,14.544038416053713,1439.4540777669845,1.0
10966,12008,Sokoto,Terrace duplex,1.0,3.0,3.0,1064789.947,North West,13.878288104808853,1031.8865959978355,3.0
10967,12347,Plateau,Bungalow,5.0,6.0,3.0,1779751.975,North Central,14.391984572671923,1334.0734518758704,1.2
10969,11580,Katsina,Mansion,1.0,1.0,3.0,2172588.875,North West,14.591430044375839,1473.9704457688424,1.0
10970,3125,Adamawa,Cottage,2.0,2.0,4.0,1191224.329,North East,13.990492184085614,1091.4322374751443,1.0
10971,3502,Taraba,Detached duplex,5.0,6.0,6.0,2366789.16,North East,14.677044809750527,1538.4372460389798,1.2
10972,452,Ondo,Apartment,3.0,2.0,4.0,1363904.393,South West,14.125862021820403,1167.8631739206437,0.667
10973,11578,Enugu,Apartment,6.0,2.0,3.0,2106021.074,South East,14.560310978273664,1451.2136555311213,0.333
10974,3238,Kaduna,Flat,5.0,6.0,3.0,1758931.355,North West,14.380216997943988,1326.2470942475236,1.2
10975,11205,Kwara,Bungalow,8.0,5.0,4.0,2354667.221,North Central,14.671909968016822,1534.4924962345042,0.625
10976,1370,Edo,Apartment,4.0,1.0,1.0,978297.3323,South South,13.793568923568655,989.0891427470024,0.25
10977,3837,Yobe,Penthouse,2.0,1.0,1.0,1410006.748,North East,14.159105048158501,1187.4370501209737,0.5
10978,12544,Sokoto,Flat,6.0,6.0,4.0,1812388.106,North West,14.410155929184617,1346.2496447538992,1.0
10979,210,Taraba,Terrace duplex,3.0,3.0,1.0,1252881.493,North East,14.040956650794033,1119.3218898065024,1.0
10980,6877,Yobe,Flat,3.0,2.0,4.0,1250452.183,North East,14.03901579026403,1118.236192850151,0.667
10984,1333,Niger,Apartment,1.0,2.0,4.0,961627.191,North Central,13.776382119193581,980.6259179728017,2.0
10985,9581,Enugu,Flat,8.0,5.0,2.0,2700990.238,South East,14.809129018551264,1643.4689647206606,0.625
10986,2766,Ebonyi,Apartment,4.0,1.0,1.0,690022.8875,South East,13.444480046313176,830.6761628336279,0.25
10987,3487,Imo,Terrace duplex,1.0,1.0,3.0,1124787.211,South East,13.93310442995256,1060.559857339509,1.0
10988,10578,Akwa Ibom,Townhouse,7.0,4.0,3.0,3414642.442,South South,15.043583343309177,1847.8751153690014,0.571
10990,1585,Kogi,Townhouse,4.0,1.0,3.0,1096239.059,North Central,13.90739584223104,1047.0143547249006,0.25
10992,3078,Enugu,Cottage,3.0,1.0,2.0,1855162.047,South East,14.433482607081599,1362.0433352136781,0.333
10993,4929,Yobe,Flat,2.0,4.0,2.0,1016736.541,North East,13.832108586406225,1008.3335465013548,2.0
10994,15,Kaduna,Cottage,5.0,1.0,4.0,1245251.593,North West,14.034848150195904,1115.908416044973,0.2
10997,241,Kogi,Semi-detached duplex,5.0,2.0,4.0,1547202.734,North Central,14.251959170742687,1243.8660434307224,0.4
10999,9105,Ogun,Apartment,4.0,2.0,3.0,2540233.609,South West,14.747766606812794,1593.8110330274415,0.5
11000,4379,Delta,Bungalow,8.0,6.0,3.0,3260865.492,South South,14.997503206450654,1805.7866684633598,0.75
11001,4058,Cross River,Apartment,2.0,5.0,3.0,1352688.651,South South,14.117604763155198,1163.0514395330931,2.5
11003,2463,Anambra,Apartment,3.0,2.0,4.0,1419856.643,South East,14.166066468847278,1191.577376002079,0.667
11004,11237,Sokoto,Terrace duplex,9.0,6.0,4.0,2558818.882,North West,14.755056335771162,1599.6308580419422,0.667
11006,9293,Enugu,Mansion,4.0,7.0,3.0,5991265.847,South East,15.605813274476473,2447.70624197431,1.75
11008,9587,Sokoto,Detached duplex,8.0,6.0,3.0,2640884.845,North West,14.78662458752667,1625.0799503409055,0.75
11009,9783,Cross River,Apartment,6.0,2.0,4.0,2098557.822,South South,14.556760915343299,1448.6399904738237,0.333
11010,3564,Niger,Apartment,5.0,2.0,4.0,1402922.846,North Central,14.154068365412815,1184.450440499728,0.4
11011,3308,Plateau,Penthouse,9.0,2.0,5.0,3690697.771,North Central,15.121326095971947,1921.1188851812374,0.222
11014,5863,Cross River,Semi-detached duplex,1.0,4.0,4.0,1520280.756,South South,14.234405583660793,1232.9966569297744,4.0
11015,3967,Taraba,Bungalow,5.0,2.0,1.0,1430191.956,North East,14.173319228192419,1195.9063324525043,0.4
11016,942,Borno,Terrace duplex,2.0,3.0,4.0,1073303.944,North East,13.886252247111145,1036.0038339697396,1.5
11017,7608,Abia,Bungalow,4.0,4.0,2.0,1721133.53,South East,14.358493660795109,1311.9197879443698,1.0
11019,143,Ebonyi,Apartment,1.0,2.0,3.0,782378.3295,South East,13.570093699849837,884.5215257414599,2.0
11021,1546,Akwa Ibom,Townhouse,2.0,3.0,6.0,2099495.621,South South,14.557207693369511,1448.9636368798217,1.5
11022,6136,Lagos,Townhouse,9.0,6.0,3.0,5369144.742,South West,15.496179187879095,2317.141502368813,0.667
11023,2971,Kano,Apartment,6.0,1.0,5.0,1836909.156,North West,14.423594910606463,1355.3262175579723,0.167
11024,96,Kogi,Flat,2.0,2.0,3.0,932690.6414,North Central,13.745828850784482,965.7591011220137,1.0
11026,2057,Delta,Cottage,2.0,1.0,3.0,1146843.759,South South,13.952524169745061,1070.9079134080578,0.5
11027,8800,Ondo,Semi-detached duplex,2.0,2.0,6.0,1525161.9,South West,14.237611126323083,1234.9744531770687,1.0
11029,2814,Kwara,Mansion,3.0,1.0,2.0,3761091.376,North Central,15.140219732823384,1939.3533396470073,0.333
11030,4224,Gombe,Detached duplex,2.0,7.0,3.0,1695877.527,North East,14.343710879872738,1302.2586252354024,3.5
11031,2335,Ebonyi,Bungalow,5.0,1.0,2.0,1367317.253,South East,14.1283611685164,1169.3234167671492,0.2
11034,3192,Ekiti,Apartment,3.0,1.0,3.0,1210000.353,South West,14.006131209308418,1100.0001604545337,0.333
11035,506,Lagos,Townhouse,5.0,2.0,1.0,2419710.299,South West,14.699158379809893,1555.5418023955513,0.4
11036,635,Rivers,Detached duplex,2.0,1.0,4.0,2210760.017,South South,14.608846913469218,1486.8624741380759,0.5
11037,2965,Osun,Penthouse,5.0,2.0,3.0,2581274.552,South West,14.763793847316947,1606.6345421408068,0.4
11038,939,Oyo,Townhouse,4.0,1.0,1.0,1400904.446,South West,14.152628618853235,1183.598093104243,0.25
11039,2484,Borno,Apartment,1.0,1.0,3.0,755848.6558,North East,13.535596444380088,869.3955692318658,1.0
11041,11074,Yobe,Flat,4.0,5.0,1.0,1025927.745,North East,13.84110787825636,1012.8809135332741,1.25
11042,9270,Edo,Terrace duplex,9.0,5.0,6.0,3296429.357,South South,15.008350427607708,1815.607159327149,0.556
11043,5337,Enugu,Townhouse,7.0,5.0,1.0,2905686.346,South East,14.882180184045584,1704.6073876409196,0.714
11044,1925,Cross River,Semi-detached duplex,9.0,2.0,3.0,3296926.87,South South,15.008501341037475,1815.7441642478161,0.222
11045,9230,Bauchi,Terrace duplex,9.0,4.0,1.0,2435662.186,North East,14.705729222497697,1560.6608170899915,0.444
11046,1923,Kebbi,Flat,5.0,6.0,3.0,1612701.265,North West,14.293421135367133,1269.9217554636978,1.2
11047,12233,Borno,Detached duplex,4.0,1.0,6.0,2795422.258,North East,14.843493729367989,1671.951631477418,0.25
11048,1102,Ondo,Apartment,5.0,2.0,3.0,1764318.881,South West,14.383275270753618,1328.2766583057914,0.4
11049,6345,Kogi,Semi-detached duplex,3.0,7.0,6.0,1654655.387,North Central,14.319103319733744,1286.3340884078289,2.333
11050,339,Sokoto,Townhouse,5.0,2.0,1.0,1561699.276,North West,14.261285065878468,1249.6796693553113,0.4
11052,1661,Enugu,Mansion,3.0,2.0,3.0,1888006.166,South East,14.45103189157208,1374.0473667235783,0.667
11054,9440,Lagos,Townhouse,1.0,3.0,3.0,2422119.953,South West,14.700153728293225,1556.3161481524248,3.0
11055,5286,Kebbi,Flat,4.0,4.0,4.0,1941667.969,North West,14.479057939477318,1393.4374650482166,1.0
11057,212,Gombe,Detached duplex,5.0,3.0,4.0,2180317.44,North East,14.594981038843382,1476.589800858722,0.6
11058,8601,Gombe,Penthouse,5.0,7.0,5.0,2733575.423,North East,14.82112098903458,1653.3527823788847,1.4
11059,986,Gombe,Apartment,8.0,4.0,6.0,2164506.776,North East,14.587703076374403,1471.2262830713703,0.5
11060,2967,Bayelsa,Bungalow,2.0,1.0,3.0,1791324.147,South South,14.398465651266415,1338.40358151045,0.5
11061,7530,Oyo,Terrace duplex,4.0,7.0,5.0,2199494.976,South West,14.603738335612812,1483.0694440922177,1.75
11062,7359,Imo,Semi-detached duplex,4.0,7.0,4.0,3080533.103,South East,14.94061322536182,1755.1447527198434,1.75
11063,5270,Niger,Townhouse,4.0,2.0,4.0,1563297.823,North Central,14.26230813699744,1250.3190884730186,0.5
11064,3569,Sokoto,Mansion,4.0,3.0,3.0,2739562.558,North West,14.823308815253814,1655.1623962620708,0.75
11065,824,Enugu,Apartment,2.0,2.0,2.0,1244004.306,South East,14.033846013690063,1115.3494098263557,1.0
11067,9219,Anambra,Terrace duplex,4.0,5.0,1.0,2220058.215,South East,14.613043976477618,1489.9859781219418,1.25
11068,195,Abia,Semi-detached duplex,4.0,2.0,1.0,1529730.472,South East,14.240602115758751,1236.8227326500755,0.5
11069,1398,Oyo,Detached duplex,2.0,1.0,3.0,1809802.698,South West,14.40872839067052,1345.2890759981663,0.5
11070,5950,Rivers,Mansion,6.0,7.0,5.0,6330312.356,South South,15.66086013824257,2516.011199498126,1.167
11071,11449,Kaduna,Apartment,3.0,3.0,5.0,1213851.734,North West,14.009309112994817,1101.7493970953649,1.0
11073,1770,Rivers,Cottage,4.0,1.0,1.0,1484735.828,South South,14.2107474207913,1218.4973647899285,0.25
11074,1228,Ogun,Terrace duplex,6.0,3.0,3.0,2574424.377,South West,14.76113652417791,1604.5012860699114,0.5
11075,8574,Katsina,Terrace duplex,4.0,3.0,4.0,1769532.712,North West,14.38622606517491,1330.237840387951,0.75
11077,109,Ekiti,Detached duplex,5.0,2.0,3.0,2279007.718,South West,14.639250694795145,1509.6382738921268,0.4
11079,4792,Delta,Semi-detached duplex,9.0,1.0,4.0,3499687.2,South South,15.068184151037206,1870.7450922025694,0.111
11080,12169,Plateau,Townhouse,4.0,2.0,5.0,2883507.504,North Central,14.874517994427144,1698.0893686729212,0.5
11082,12345,Zamfara,Mansion,7.0,6.0,2.0,3757498.599,North West,15.139264027754905,1938.4268361225295,0.857
11084,3245,Ebonyi,Penthouse,5.0,2.0,3.0,2170566.432,South East,14.59049872002604,1473.2842332693308,0.4
11086,4057,Kano,Apartment,4.0,7.0,2.0,1044294.65,North West,13.858852239405584,1021.9073588148781,1.75
11088,4297,Ondo,Flat,1.0,4.0,3.0,1293928.622,South West,14.073193591779688,1137.5098338036466,4.0
11089,2248,Imo,Semi-detached duplex,8.0,4.0,2.0,2685592.488,South East,14.803411927503745,1638.7777420992757,0.5
11090,12022,Sokoto,Terrace duplex,4.0,3.0,2.0,1519390.368,North West,14.233819738686686,1232.6355373750994,0.75
11092,8660,Gombe,Terrace duplex,4.0,6.0,4.0,1769532.712,North East,14.38622606517491,1330.237840387951,1.5
11093,6025,Cross River,Detached duplex,2.0,2.0,4.0,1918528.307,South South,14.467068943316614,1385.1094927838737,1.0
11094,4179,Jigawa,Detached duplex,6.0,6.0,3.0,2261946.579,North West,14.631736318668448,1503.9769210330323,1.0
11095,11179,Abia,Flat,8.0,4.0,1.0,2073416.565,South East,14.544708319132184,1439.9363058830068,0.5
11096,2630,Edo,Terrace duplex,1.0,1.0,2.0,1265462.801,South South,14.050948463829632,1124.9279092457436,1.0
11097,2584,Bayelsa,Bungalow,4.0,3.0,1.0,2230977.242,South South,14.617950272555827,1493.645621290405,0.75
11099,2651,Kebbi,Townhouse,3.0,2.0,3.0,1039267.239,North West,13.85402644490129,1019.4445737753475,0.667
11100,2726,Abia,Bungalow,1.0,1.0,4.0,833306.0869,South East,13.633156304915802,912.8560055671431,1.0
11101,1515,Ekiti,Townhouse,5.0,2.0,3.0,2234301.476,South West,14.619439198476947,1494.757999142336,0.4
11102,6310,Osun,Bungalow,9.0,4.0,5.0,2752795.513,South West,14.828127503487329,1659.155059962751,0.444
11105,12002,Katsina,Semi-detached duplex,7.0,4.0,2.0,2263065.193,North West,14.632230732419904,1504.348760427581,0.571
11106,5719,Ekiti,Townhouse,4.0,5.0,5.0,1461734.897,South West,14.195134573848401,1209.022289703544,1.25
11108,8330,Kogi,Flat,4.0,5.0,5.0,1600525.059,North Central,14.285842295251678,1265.118594836073,1.25
11109,1818,Gombe,Semi-detached duplex,3.0,5.0,1.0,1467058.483,North East,14.19876992204284,1211.2218966811986,1.667
11110,12634,Katsina,Flat,2.0,5.0,2.0,1171228.71,North West,13.973563935208409,1082.2332049978877,2.5
11111,1734,Ebonyi,Cottage,3.0,2.0,3.0,1204878.629,South East,14.001889397012432,1097.669635637244,0.667
11112,220,Katsina,Terrace duplex,4.0,1.0,2.0,1410355.32,North West,14.159352230607684,1187.583815989423,0.25
11113,905,Katsina,Apartment,4.0,1.0,2.0,1295668.275,North West,14.074537162482692,1138.27425298124,0.25
11114,1621,Sokoto,Townhouse,4.0,2.0,3.0,1481292.712,North West,14.20842571855534,1217.0836914526462,0.5
11115,5969,Katsina,Townhouse,6.0,2.0,1.0,2120095.984,North West,14.56697192109499,1456.0549385239556,0.333
11117,1474,Imo,Flat,4.0,6.0,1.0,2729583.643,South East,14.819659643808436,1652.1451640216123,1.5
11118,8997,Jigawa,Flat,3.0,7.0,3.0,1305270.675,North West,14.081920991024768,1142.4844309661291,2.333
11119,1439,Gombe,Mansion,4.0,2.0,2.0,2958082.865,North East,14.900051935721217,1719.9078071222307,0.5
11120,2516,Ogun,Flat,3.0,1.0,1.0,1554271.981,South West,14.256517814544045,1246.7044481351625,0.333
11121,3290,Kebbi,Bungalow,4.0,3.0,6.0,1406734.219,North West,14.1567814191768,1186.0582696478282,0.75
11122,488,Lagos,Townhouse,4.0,2.0,3.0,3267763.501,South West,14.999616364228277,1807.6956328430956,0.5
11123,2047,Zamfara,Bungalow,2.0,1.0,3.0,917937.93,North West,13.729885052937588,958.0907733612719,0.5
11126,8598,Ogun,Detached duplex,6.0,2.0,5.0,3083883.526,South West,14.941700245766686,1756.098951084477,0.333
11127,1082,Zamfara,Mansion,4.0,5.0,5.0,4115925.389,North West,15.230374248706669,2028.7743563541019,1.25
11128,2082,Adamawa,Bungalow,4.0,1.0,2.0,845595.2426,North East,13.647796087458005,919.562527835927,0.25
11129,907,Taraba,Semi-detached duplex,6.0,1.0,1.0,1927522.529,North East,14.471746072548461,1388.352451288937,0.167
11130,8707,Delta,Mansion,2.0,2.0,1.0,3590660.384,South South,15.093846694522487,1894.9037928084897,1.0
11131,5361,Jigawa,Flat,8.0,1.0,3.0,1991188.827,North West,14.504242418830543,1411.0949036120853,0.125
11132,7138,Osun,Semi-detached duplex,3.0,3.0,6.0,1672106.924,South West,14.32959502034285,1293.0997347459322,1.0
11133,3454,Yobe,Townhouse,5.0,2.0,1.0,1646805.976,North East,14.314348197727265,1283.2793834547488,0.4
11134,3865,Sokoto,Detached duplex,2.0,2.0,1.0,1267331.639,North West,14.052424176433576,1125.7582506915062,1.0
11137,3936,Bayelsa,Cottage,4.0,2.0,4.0,2511856.0,South South,14.73653248008633,1584.8835919397993,0.5
11138,4921,Osun,Detached duplex,4.0,6.0,4.0,2069886.771,South West,14.543004463745453,1438.710106658044,1.5
11139,5183,Kwara,Townhouse,7.0,2.0,2.0,2402825.781,North Central,14.69215601146609,1550.105087082808,0.286
11141,9678,Bauchi,Apartment,4.0,6.0,1.0,1101104.711,North East,13.911824516541353,1049.335366315269,1.5
11142,3651,Edo,Terrace duplex,1.0,7.0,2.0,1461999.056,South South,14.195315273600817,1209.131529652585,7.0
11143,2666,Nasarawa,Detached duplex,3.0,2.0,4.0,1837800.802,North Central,14.424080198440164,1355.655119121379,0.667
11145,4149,Gombe,Mansion,9.0,5.0,1.0,4719637.369,North East,15.367242526008575,2172.4726394134404,0.556
11146,513,Delta,Flat,3.0,2.0,1.0,1783288.744,South South,14.393969826527004,1335.398346561804,0.667
11147,12649,Cross River,Detached duplex,4.0,4.0,5.0,1882006.9,South South,14.447849265433174,1371.8625660028777,1.0
11149,2955,Ogun,Penthouse,1.0,2.0,2.0,2499952.07,South West,14.731782117654644,1581.1236732147172,2.0
11150,257,Anambra,Detached duplex,3.0,1.0,1.0,1863901.268,South East,14.43818230501367,1365.247694742606,0.333
11152,3615,Kebbi,Mansion,4.0,6.0,1.0,2848317.735,North West,14.862239109546792,1687.695984174875,1.5
11153,5964,Kogi,Detached duplex,7.0,5.0,3.0,2721226.877,North Central,14.816593394296813,1649.6141600386436,0.714
11154,3385,Rivers,Bungalow,5.0,1.0,3.0,2360491.097,South South,14.67438024730282,1536.3889797183524,0.2
11155,4500,Edo,Penthouse,6.0,1.0,3.0,3082090.487,South South,14.941118654262485,1755.5883592118057,0.167
11157,8204,Nasarawa,Flat,1.0,3.0,1.0,1019144.419,North Central,13.834474028364811,1009.5268292621054,3.0
11158,7898,Kaduna,Semi-detached duplex,3.0,5.0,4.0,1537328.074,North West,14.24555645062167,1239.8903475711068,1.667
11161,11058,Plateau,Terrace duplex,4.0,5.0,4.0,1734292.253,North Central,14.366109964796797,1316.9253027411996,1.25
11162,4507,Kwara,Apartment,7.0,4.0,4.0,1941667.969,North Central,14.479057939477318,1393.4374650482166,0.571
11165,12928,Imo,Apartment,7.0,4.0,2.0,2061783.957,South East,14.53908216454906,1435.8913458197317,0.571
11166,1802,Katsina,Penthouse,9.0,2.0,3.0,3521224.986,North West,15.074319494420118,1876.4927353976088,0.222
11167,2231,Taraba,Apartment,1.0,1.0,3.0,890950.4652,North East,13.700044110294714,943.90172433363,1.0
11169,2040,Edo,Townhouse,2.0,1.0,3.0,1514081.308,South South,14.23031941563263,1230.480112801503,0.5
11170,224,Gombe,Detached duplex,4.0,1.0,4.0,1505436.296,North East,14.22459331182732,1226.962222727334,0.25
11171,2673,Akwa Ibom,Detached duplex,6.0,2.0,4.0,3206980.535,South South,14.98084040912148,1790.8044379551889,0.333
11172,1716,Kwara,Townhouse,4.0,2.0,3.0,1327237.103,North Central,14.09860997331451,1152.0577689508457,0.5
11173,2156,Kano,Apartment,1.0,2.0,3.0,983833.4936,North West,13.799211947894978,991.8838105342783,2.0
11174,11318,Cross River,Townhouse,4.0,3.0,5.0,2396690.624,South South,14.689599437084862,1548.1248735163451,0.75
11175,12329,Niger,Flat,9.0,4.0,3.0,2502130.152,North Central,14.732652987840694,1581.812299863672,0.444
11176,3691,Ebonyi,Apartment,5.0,2.0,3.0,1307421.301,South East,14.083567282669927,1143.4252494151071,0.4
11177,65,Nasarawa,Terrace duplex,2.0,1.0,4.0,1364307.912,North Central,14.126157833845152,1168.0359206805242,0.5
11178,11739,Zamfara,Apartment,3.0,4.0,3.0,1085020.104,North West,13.897109073817294,1041.6429829840934,1.333
11179,9446,Gombe,Mansion,2.0,2.0,4.0,2816831.854,North East,14.851123355336147,1678.3419955420288,1.0
11181,3652,Imo,Townhouse,2.0,7.0,1.0,1643070.36,South East,14.312077220204731,1281.8230611125703,3.5
11182,4170,Ogun,Semi-detached duplex,1.0,2.0,4.0,1617192.019,South West,14.29620188166361,1271.688648608613,2.0
